City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,WeatherDesc,Date
256,Pimentel,-6.8367,-79.9342,73.6,78,100,10.78,PE,overcast clouds,2022-03-13 01:04:25
257,Seoul,37.5683,126.9778,54.79,100,100,2.3,KR,fog,2022-03-13 01:00:25
258,Filingue,14.3521,3.3168,80.92,19,100,10.25,NE,overcast clouds,2022-03-13 01:04:25
259,Conakry,9.538,-13.6773,77.02,76,27,4.94,GN,scattered clouds,2022-03-13 01:02:59
260,Wukari,7.85,9.7833,78.49,37,71,5.88,NG,broken clouds,2022-03-13 01:04:26
261,Puerto Leguizamo,-0.1934,-74.7819,74.59,95,100,2.51,CO,overcast clouds,2022-03-13 01:04:26
262,Brae,60.3964,-1.353,44.85,87,95,22.53,GB,overcast clouds,2022-03-13 01:04:27
263,Cayenne,4.9333,-52.3333,76.08,1,75,11.5,GF,heavy intensity rain,2022-03-13 01:00:07
264,Sundsvall,62.3913,17.3063,31.96,88,20,2.3,SE,few clouds,2022-03-13 01:04:27
265,Moissala,8.3404,17.7663,80.1,29,24,1.97,TD,few clouds,2022-03-13 01:04:27
266,Sokoto,13.0609,5.239,79.21,18,93,10.65,NG,overcast clouds,2022-03-13 01:04:27
267,Nanortalik,60.1432,-45.2371,14.09,69,100,35.23,GL,overcast clouds,2022-03-13 01:04:28
268,Souillac,-20.5167,57.5167,78.12,87,85,10.8,MU,overcast clouds,2022-03-13 01:01:04
269,Skeldon,5.8833,-57.1333,75.09,92,41,6.15,GY,scattered clouds,2022-03-13 01:04:28
270,Arraial Do Cabo,-22.9661,-42.0278,77.74,89,100,1.57,BR,overcast clouds,2022-03-13 01:04:28
271,Henties Bay,-22.116,14.2845,64.74,93,100,3.74,NA,overcast clouds,2022-03-13 01:04:29
272,Lishu,43.3047,124.3278,31.98,72,42,7.16,CN,scattered clouds,2022-03-13 01:04:29
273,Snezhnogorsk,69.1933,33.2531,20.98,100,99,3.65,RU,overcast clouds,2022-03-13 01:04:29
274,Shatalovo,54.334,32.4465,21.92,96,98,4.41,RU,overcast clouds,2022-03-13 01:04:30
275,Baoding,38.8511,115.4903,53.73,61,84,6.49,CN,broken clouds,2022-03-13 01:04:30
276,Ust-Nera,64.5667,143.2,3.58,86,99,2.19,RU,overcast clouds,2022-03-13 01:04:30
277,Tessalit,20.1986,1.0114,70.47,12,0,9.01,ML,clear sky,2022-03-13 01:05:31
278,San Patricio,28.017,-97.5169,53.55,36,5,5.55,US,clear sky,2022-03-13 01:05:31
279,Sorland,67.667,12.6934,39.38,72,100,12.82,NO,overcast clouds,2022-03-13 01:05:32
280,Dongning,44.0622,131.1207,36.41,78,84,3.42,CN,broken clouds,2022-03-13 01:05:32
281,Porbandar,21.6422,69.6093,77.95,42,2,8.79,IN,clear sky,2022-03-13 01:05:32
282,Manakara,-22.1333,48.0167,72.97,90,100,1.28,MG,light rain,2022-03-13 01:05:32
283,Chernyshevskiy,63.0128,112.4714,-13.58,100,100,2.01,RU,overcast clouds,2022-03-13 01:05:33
284,Khipro,25.8285,69.3772,77.63,28,0,10.65,PK,clear sky,2022-03-13 01:05:33
285,Baykit,61.67,96.37,-19.93,98,25,2.77,RU,scattered clouds,2022-03-13 01:05:34
286,Lantawan,10.6167,123.9833,81.19,77,74,4.9,PH,broken clouds,2022-03-13 01:05:34
287,Shimoda,34.6667,138.95,60.1,64,97,11.07,JP,overcast clouds,2022-03-13 01:05:34
288,Balykshi,47.0667,51.8667,19.4,93,100,8.95,KZ,mist,2022-03-13 01:05:35
289,Perth,-31.9333,115.8333,75.67,74,100,6.91,AU,overcast clouds,2022-03-13 01:04:08
290,Kupang,-10.1667,123.5833,83.52,73,93,3.65,ID,overcast clouds,2022-03-13 01:05:35
291,Bubaque,11.2833,-15.8333,75.78,71,4,8.01,GW,clear sky,2022-03-13 01:05:35
292,Saquarema,-22.92,-42.5103,76.3,91,100,0.65,BR,overcast clouds,2022-03-13 01:04:37
293,Diapaga,12.0708,1.7889,85.17,18,97,6.24,BF,overcast clouds,2022-03-13 01:05:36
294,Lima,-12.0432,-77.0282,72.39,72,0,6.91,PE,clear sky,2022-03-13 01:05:24
295,Fukuma,33.7667,130.4667,66.29,71,100,10.71,JP,overcast clouds,2022-03-13 01:05:36
296,Svobodnyy,51.4,128.1333,17.55,83,100,5.86,RU,overcast clouds,2022-03-13 01:05:37
297,San Roque,36.2107,-5.3842,59.76,77,100,10.92,ES,overcast clouds,2022-03-13 01:05:37
298,Margate,51.3813,1.3862,48.31,79,99,7.0,GB,overcast clouds,2022-03-13 01:05:37
299,Auki,-8.7676,160.7034,82.45,77,92,3.91,SB,overcast clouds,2022-03-13 01:05:38
300,Manaus,-3.1019,-60.025,81.1,83,20,2.3,BR,light rain,2022-03-13 01:02:11
301,Moindou,-21.6924,165.677,84.65,65,64,7.02,NC,broken clouds,2022-03-13 01:05:38
302,Villamontes,-21.25,-63.5,68.34,84,100,2.53,BO,overcast clouds,2022-03-13 01:05:38
303,Gazimurskiy Zavod,51.5461,118.3266,14.13,89,89,0.92,RU,overcast clouds,2022-03-13 01:05:39
304,Oktyabrskoye,43.0645,44.7417,21.34,85,84,6.71,RU,broken clouds,2022-03-13 01:05:39
305,Bandarbeyla,9.4942,50.8122,75.45,78,92,12.41,SO,overcast clouds,2022-03-13 01:05:39
306,Inhambane,-23.865,35.3833,74.28,82,29,6.08,MZ,scattered clouds,2022-03-13 01:05:40
307,Fort Nelson,58.8053,-122.7002,4.59,78,100,4.61,CA,light snow,2022-03-13 01:05:40
308,Eyl,7.9803,49.8164,73.71,83,74,11.7,SO,broken clouds,2022-03-13 01:02:20
309,Palmer,42.1584,-72.3287,23.63,65,100,21.85,US,overcast clouds,2022-03-13 01:05:40
310,Matagami,49.7502,-77.6328,5.11,78,100,20.71,CA,overcast clouds,2022-03-13 01:05:41
311,San Jose,37.3394,-121.895,66.88,48,75,19.57,US,broken clouds,2022-03-13 01:05:41
312,Isangel,-19.55,169.2667,84.74,71,21,0.85,VU,few clouds,2022-03-13 01:05:41
313,Nadym,65.5333,72.5167,6.51,96,100,10.74,RU,overcast clouds,2022-03-13 01:05:41
314,Husavik,66.0449,-17.3389,26.22,77,99,14.58,IS,overcast clouds,2022-03-13 01:05:42
315,Sao Filipe,14.8961,-24.4956,75.43,54,1,13.4,CV,clear sky,2022-03-13 01:05:42
316,Orocue,4.7912,-71.3354,85.23,55,100,4.21,CO,overcast clouds,2022-03-13 01:05:42
317,Hemnesberget,66.2333,13.6333,17.44,88,94,6.17,NO,overcast clouds,2022-03-13 01:05:43
318,Macusani,-14.0833,-70.4333,37.45,94,100,2.66,PE,overcast clouds,2022-03-13 01:05:43
319,Ozernovskiy,51.5,156.5167,31.51,77,98,2.26,RU,overcast clouds,2022-03-13 01:05:43
320,Hammerfest,70.6634,23.6821,41.45,75,0,8.05,NO,clear sky,2022-03-13 01:05:44
321,Prince Rupert,54.3161,-130.3201,42.69,82,100,5.88,CA,overcast clouds,2022-03-13 01:05:44
322,Prachatice,49.0129,13.9975,30.18,55,0,2.98,CZ,clear sky,2022-03-13 01:05:44
323,Pitimbu,-7.4706,-34.8086,81.19,78,69,10.65,BR,broken clouds,2022-03-13 01:05:44
324,Moose Factory,51.2585,-80.6094,-12.75,98,13,3.8,CA,few clouds,2022-03-13 01:06:45
325,Kavaratti,10.5669,72.642,82.53,73,1,8.23,IN,clear sky,2022-03-13 01:06:46
326,Lasa,46.6166,10.7002,29.03,97,83,3.22,IT,broken clouds,2022-03-13 01:06:46
327,Sistranda,63.7256,8.834,42.76,61,100,10.04,NO,overcast clouds,2022-03-13 01:06:46
328,Ambulu,-8.345,113.6058,81.59,79,100,1.81,ID,overcast clouds,2022-03-13 01:06:47
329,Khasan,42.4308,130.6434,35.55,96,100,4.36,RU,overcast clouds,2022-03-13 01:06:47
330,Batagay-Alyta,67.8006,130.4114,-8.39,86,100,3.8,RU,overcast clouds,2022-03-13 01:06:47
331,Bhadrachalam,17.6667,80.8833,73.99,49,100,1.57,IN,overcast clouds,2022-03-13 01:06:48
332,Talnakh,69.4865,88.3972,-24.11,95,42,7.9,RU,scattered clouds,2022-03-13 01:06:48
333,Rawicz,51.6095,16.8585,32.95,64,0,8.21,PL,clear sky,2022-03-13 01:06:48
334,Vrangel,42.7297,133.0839,34.99,76,100,7.81,RU,overcast clouds,2022-03-13 01:06:49
335,Narsaq,60.9167,-46.05,14.22,82,100,6.29,GL,overcast clouds,2022-03-13 01:03:12
336,Hameenlinna,60.996,24.4643,21.33,96,100,2.3,FI,overcast clouds,2022-03-13 01:06:49
337,Bandar-E Lengeh,26.5579,54.8807,75.88,58,9,4.12,IR,clear sky,2022-03-13 01:06:49
338,Ancud,-41.8697,-73.8203,54.05,83,87,2.37,CL,overcast clouds,2022-03-13 01:06:50
339,Kurumkan,54.3,110.3,4.03,89,98,1.95,RU,overcast clouds,2022-03-13 01:06:50
340,Batagay,67.6333,134.6333,-7.83,98,100,2.62,RU,overcast clouds,2022-03-13 01:06:50
341,Severo-Yeniseyskiy,60.3725,93.0408,-20.74,100,100,2.62,RU,overcast clouds,2022-03-13 01:06:51
342,San Vicente,-26.6167,-54.1333,67.82,78,99,4.43,AR,overcast clouds,2022-03-13 01:06:51
343,Mandan,46.8267,-100.8896,39.18,74,75,10.36,US,broken clouds,2022-03-13 01:06:51
344,Pathein,16.7833,94.7333,77.92,63,100,6.08,MM,overcast clouds,2022-03-13 01:06:52
345,Biltine,14.5333,20.9167,74.86,14,1,13.29,TD,clear sky,2022-03-13 01:06:52
346,Merauke,-8.4667,140.3333,84.33,75,100,5.03,ID,overcast clouds,2022-03-13 01:06:52
347,Heze,35.2431,115.4411,57.65,74,0,4.05,CN,clear sky,2022-03-13 01:06:53
348,Los Aquijes,-14.0967,-75.6908,75.15,65,99,3.94,PE,overcast clouds,2022-03-13 01:06:53
349,Kayerkan,69.3497,87.7602,-24.9,97,18,6.64,RU,few clouds,2022-03-13 01:06:53
350,Usolye,59.4268,56.6808,5.59,96,100,5.82,RU,overcast clouds,2022-03-13 01:06:54
351,Palana,59.1167,159.9667,16.57,77,23,4.76,RU,few clouds,2022-03-13 01:06:54
352,Santa Rosa,14.3122,121.1114,82.11,81,100,7.34,PH,overcast clouds,2022-03-13 01:02:34
353,Siavonga,-16.5382,28.7088,72.9,77,100,4.72,ZM,overcast clouds,2022-03-13 01:06:54
354,Saint-Leu,-21.15,55.2833,76.06,79,21,6.8,RE,light rain,2022-03-13 01:06:54
355,Simplicio Mendes,-7.8539,-41.9103,73.2,80,99,3.67,BR,overcast clouds,2022-03-13 01:06:55
356,Culpeper,38.5004,-77.9664,26.89,52,100,11.5,US,overcast clouds,2022-03-13 01:06:55
357,Muzaffarabad,34.37,73.4711,58.68,56,0,7.14,PK,clear sky,2022-03-13 01:06:56
358,Honningsvag,70.9821,25.9704,37.85,90,94,7.18,NO,overcast clouds,2022-03-13 01:06:56
359,Myrtle Grove,30.421,-87.3075,45.84,39,0,11.5,US,clear sky,2022-03-13 01:06:56
360,Isa Khel,36.6702,68.8443,63.84,62,100,4.07,AF,overcast clouds,2022-03-13 01:06:57
361,Kaeo,-35.1,173.7833,75.33,73,90,9.19,NZ,overcast clouds,2022-03-13 01:06:57
362,Buraydah,26.326,43.975,60.6,35,100,12.19,SA,overcast clouds,2022-03-13 01:06:57
363,Campbell River,50.0163,-125.2446,40.44,100,100,4.61,CA,mist,2022-03-13 01:06:58
364,Barcelona,41.3888,2.159,54.54,80,0,9.22,ES,clear sky,2022-03-13 01:04:22
365,Narrabri,-30.3167,149.7833,78.53,51,0,1.99,AU,clear sky,2022-03-13 01:06:58
366,Majene,-3.5403,118.9707,80.56,81,100,2.35,ID,overcast clouds,2022-03-13 01:06:58
367,Victor Harbor,-35.5667,138.6167,79.14,31,100,5.21,AU,overcast clouds,2022-03-13 01:07:59
368,Sangar,63.9242,127.4739,-8.05,94,93,4.65,RU,overcast clouds,2022-03-13 01:07:59
369,Mahibadhoo,3.7833,72.9667,81.99,71,5,8.25,MV,clear sky,2022-03-13 01:07:59
370,Terrace Bay,48.7834,-87.1,8.42,91,100,8.7,CA,overcast clouds,2022-03-13 01:08:00
371,Tatawin,32.9297,10.4518,56.82,31,14,6.33,TN,few clouds,2022-03-13 01:08:00
372,Ketchikan,55.3422,-131.6461,45.07,70,20,0.0,US,few clouds,2022-03-13 01:08:00
373,Quatre Cocos,-20.2078,57.7625,79.09,86,70,10.22,MU,broken clouds,2022-03-13 01:08:01
374,Novyy Urengoy,66.0833,76.6333,-10.61,100,66,8.99,RU,broken clouds,2022-03-13 01:08:01
375,Marzuq,14.4,46.4667,60.55,35,16,5.7,YE,few clouds,2022-03-13 01:08:01
376,Aguimes,27.9054,-15.4461,61.43,72,20,13.8,ES,few clouds,2022-03-13 01:08:02
377,Motygino,58.1831,94.7592,-19.12,99,58,0.85,RU,broken clouds,2022-03-13 01:08:02
378,Langsa,4.4683,97.9683,78.1,83,79,2.06,ID,broken clouds,2022-03-13 01:08:02
379,Coahuayana,18.7333,-103.6833,72.45,75,0,3.44,MX,clear sky,2022-03-13 01:08:03
380,Novopetrovskoye,55.9928,36.4719,23.13,98,99,2.24,RU,overcast clouds,2022-03-13 01:08:03
381,Lisakovsk,52.5369,62.4936,-2.85,98,95,10.2,KZ,overcast clouds,2022-03-13 01:08:04
382,Afua,-0.1567,-50.3867,75.4,94,100,3.62,BR,overcast clouds,2022-03-13 01:08:04
383,Gao,16.6362,1.637,75.38,11,4,12.68,ML,clear sky,2022-03-13 01:08:05
384,Aquiraz,-3.9014,-38.3911,81.18,84,100,6.29,BR,overcast clouds,2022-03-13 01:08:05
385,Manokwari,-0.8667,134.0833,82.76,73,88,4.12,ID,overcast clouds,2022-03-13 01:08:06
386,Mehamn,71.0357,27.8492,29.3,94,82,7.76,NO,broken clouds,2022-03-13 01:08:06
387,Gulod,14.3449,121.2177,82.06,81,100,6.69,PH,overcast clouds,2022-03-13 01:08:07
388,Sungaipenuh,-2.0833,101.3833,69.44,88,81,0.54,ID,broken clouds,2022-03-13 01:08:07
389,Byron Bay,-28.65,153.6167,73.71,72,40,8.52,AU,scattered clouds,2022-03-13 01:05:03
390,Taltal,-25.4,-70.4833,67.78,75,22,5.19,CL,few clouds,2022-03-13 01:08:07
391,Whitehorse,60.7161,-135.0538,16.81,80,100,10.0,CA,overcast clouds,2022-03-13 01:08:07
392,Kavaje,41.1856,19.5569,26.76,45,3,6.55,AL,clear sky,2022-03-13 01:08:08
393,Mangla,31.8931,72.3817,66.02,42,0,2.59,PK,clear sky,2022-03-13 01:08:08
394,Manggar,-2.8833,108.2667,81.75,78,100,7.16,ID,overcast clouds,2022-03-13 01:08:09
395,Kargasok,59.0556,80.8572,-12.82,100,100,2.98,RU,overcast clouds,2022-03-13 01:08:09
396,Baijiantan,45.6333,85.1833,35.94,94,100,10.85,CN,overcast clouds,2022-03-13 01:08:10
397,Ixtapa,20.7,-105.2,72.63,68,0,11.5,MX,clear sky,2022-03-13 01:08:10
398,Karratha,-20.7377,116.8463,92.95,39,7,5.35,AU,clear sky,2022-03-13 01:08:10
399,Salalah,17.0151,54.0924,71.55,52,13,1.66,OM,few clouds,2022-03-13 01:08:11
400,Hami,42.8,93.45,46.49,53,100,7.76,CN,overcast clouds,2022-03-13 01:08:11
401,Chico,39.7285,-121.8375,69.89,22,75,27.63,US,broken clouds,2022-03-13 01:07:14
402,Conyers,33.6676,-84.0177,32.63,41,0,8.05,US,clear sky,2022-03-13 01:05:38
403,Boke,10.9409,-14.2967,69.33,87,8,2.62,GN,clear sky,2022-03-13 01:08:12
404,Guanica,17.9716,-66.908,78.98,76,100,1.01,PR,overcast clouds,2022-03-13 01:08:12
405,Santander,43.4647,-3.8044,52.3,95,75,5.75,ES,moderate rain,2022-03-13 01:07:04
406,Kattivakkam,13.2167,80.3167,78.08,86,93,2.71,IN,overcast clouds,2022-03-13 01:08:12
407,Coatepec,19.45,-96.9667,51.31,78,100,2.46,MX,overcast clouds,2022-03-13 01:06:11
408,Gambela,8.25,34.5833,80.85,52,100,5.23,ET,overcast clouds,2022-03-13 01:08:13
409,Bethlehem,-1.4558,-48.5044,78.84,83,0,8.05,BR,clear sky,2022-03-13 01:08:13
410,Itzehoe,53.921,9.5153,39.22,48,19,8.68,DE,few clouds,2022-03-13 01:08:14
411,Huron,41.1501,-82.5499,20.01,73,100,17.76,US,overcast clouds,2022-03-13 01:08:14
412,Te Anau,-45.4167,167.7167,64.15,51,0,3.04,NZ,clear sky,2022-03-13 01:08:14
413,Geraldton,-28.7667,114.6,75.61,64,68,9.22,AU,broken clouds,2022-03-13 01:08:15
414,Kochubey,44.3861,46.5825,25.14,77,34,7.87,RU,scattered clouds,2022-03-13 01:08:15
415,Povazska Bystrica,49.1215,18.4217,26.33,73,0,4.0,SK,clear sky,2022-03-13 01:08:15
